,Family,Plant,Code,Lat,Long,Site,Location,Plot,Collection,Date_Label,Date,Year,Plant_family,ID_Num,Order,Subfamily,Genus,Species,Gender,Morph,Count,Type,fltyp,flcol,Functional_group,Functional_group2,int1,int,Pl_ID,Pol_ID
611,Apidae,Taraxacum_officinale,SIP2_23.5_s1,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2026,5/23/2017,2017,Asteraceae,s1,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,FlowerHead,g,Bumblebee,Bumblebee,Bumblebee-Taraxacum_officinale,Bombus.terrestris.complex-Taraxacum_officinale,P_40,I_ 47
612,Apidae,Vicia_sativa,SIP2_23.5_s4,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2027,5/23/2017,2017,Fabaceae,s4,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,FlagBlossoms,b,Bumblebee,Bumblebee,Bumblebee-Vicia_sativa,Bombus.terrestris.complex-Vicia_sativa,P_47,I_ 47
613,Apidae,Brassica_napus,WAN2_10.5_s7,52.092N,11.427E,Wanzleben,WAN,2,2017,10.V.2035,5/10/2017,2017,Brassicaceae,s7,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,6,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.terrestris.complex-Brassica_napus,P_ 6,I_ 47
614,Apidae,Taraxacum_officinale,WAN1_26.4_04,52.094N,11.417E,Wanzleben,WAN,1,2017,26.IV.2019,4/26/2017,2017,Asteraceae,4,Hymenoptera,Nomadinae,Nomada,bifasciata,male,Nomada.bifasciata,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.bifasciata-Taraxacum_officinale,P_40,I_126
615,Apidae,Lamium_purpureum,GRE1_20.4_11,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Lamiaceae,11,Hymenoptera,NA,Anthophora,plumipes,male,Anthophora.plumipes,1,Pin,Lip,pu,Apidae,WildBee,Apidae-Lamium_purpureum,Anthophora.plumipes-Lamium_purpureum,P_21,I_ 33
616,Asilidae,Lepidium_campestre,FRI1_21.5_23,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Brassicaceae,23,Diptera,NA,NA,NA,NA,Asilidae,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Lepidium_campestre,Asilidae-Lepidium_campestre,P_23,I_ 36
617,Asilidae,Brassica_nigra,FRI1_21.5_30,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Brassicaceae,30,Diptera,NA,NA,NA,NA,Asilidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_nigra,Asilidae-Brassica_nigra,P_ 7,I_ 36
618,Bibionidae,Taraxacum_officinale,GRE3_20.4_06,51.619N,11.439E,Greifenhagen,GRE,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,6,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bibionidae-Taraxacum_officinale,P_40,I_ 38
619,Bibionidae,Lepidium_campestre,SST1_28.4_01,51.381N,11.717E,Schafstaedt,SST,1,2017,28.IV.2017,4/28/2017,2017,Brassicaceae,1,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Lepidium_campestre,Bibionidae-Lepidium_campestre,P_23,I_ 38
620,Bibionidae,Descurainia_sophia,SST3_21.5_04,51.354N,11.734E,Schafstaedt,SST,3,2017,21.V.2017,5/21/2017,2017,Brassicaceae,4,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Descurainia_sophia,Bibionidae-Descurainia_sophia,P_11,I_ 38
621,Bibionidae,Prunus_cerasus,SST2_3.5_s2,51.377N,11.720E,Schafstaedt,SST,2,2017,3.V.2018,5/3/2017,2017,Rosaceae,s2,Diptera,NA,NA,NA,NA,Bibionidae,23,Sight,DiskHN,w,OtherFly,OtherFly,OtherFly-Prunus_cerasus,Bibionidae-Prunus_cerasus,P_27,I_ 38
622,Bibionidae,Prunus_cerasus,SST2_3.5_02,51.377N,11.720E,Schafstaedt,SST,2,2017,3.V.2019,5/3/2017,2017,Rosaceae,2,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Prunus_cerasus,Bibionidae-Prunus_cerasus,P_27,I_ 38
623,Bibionidae,Brassica_napus,SST2_21.5_07,51.377N,11.720E,Schafstaedt,SST,2,2017,21.V.2017,5/21/2017,2017,Brassicaceae,7,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bibionidae-Brassica_napus,P_ 6,I_ 38
624,Bibionidae,Taraxacum_officinale,SIP2_10.5_10,51.638N,11.060E,Siptenfelde,SIP,2,2017,10.V.2017,5/10/2017,2017,Asteraceae,10,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bibionidae-Taraxacum_officinale,P_40,I_ 38
625,Bibionidae,Taraxacum_officinale,FRI3_20.4_13,51.633N,11.706E,Friedeburg,FRI,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,13,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bibionidae-Taraxacum_officinale,P_40,I_ 38
626,Bibionidae,Taraxacum_officinale,GRE3_20.4_04,51.619N,11.439E,Greifenhagen,GRE,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,4,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bibionidae-Taraxacum_officinale,P_40,I_ 38
627,Bibionidae,Descurainia_sophia,SST1_21.5_07,51.381N,11.717E,Schafstaedt,SST,1,2017,21.V.2017,5/21/2017,2017,Brassicaceae,7,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Descurainia_sophia,Bibionidae-Descurainia_sophia,P_11,I_ 38
628,Bibionidae,Prunus_cerasus,SST2_28.4_03,51.377N,11.720E,Schafstaedt,SST,2,2017,28.IV.2017,4/28/2017,2017,Rosaceae,3,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Prunus_cerasus,Bibionidae-Prunus_cerasus,P_27,I_ 38
629,Bibionidae,Brassica_napus,SST3_18.5_02,51.354N,11.734E,Schafstaedt,SST,3,2017,18.V.2019,5/18/2017,2017,Brassicaceae,2,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bibionidae-Brassica_napus,P_ 6,I_ 38
630,Bibionidae,Stellaria_holostea,SIP2_10.5_03,51.638N,11.060E,Siptenfelde,SIP,2,2017,10.V.2017,5/10/2017,2017,Caryophyllaceae,3,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Stellaria_holostea,Bibionidae-Stellaria_holostea,P_37,I_ 38
631,Bibionidae,Lamium_purpureum,GRE4_28.4_06,51.645N,11.439E,Greifenhagen,GRE,4,2017,28.IV.2017,4/28/2017,2017,Lamiaceae,6,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,Lip,pu,OtherFly,OtherFly,OtherFly-Lamium_purpureum,Bibionidae-Lamium_purpureum,P_21,I_ 38
632,Bibionidae,Brassica_napus,SST3_21.5_05,51.354N,11.734E,Schafstaedt,SST,3,2017,21.V.2017,5/21/2017,2017,Brassicaceae,5,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bibionidae-Brassica_napus,P_ 6,I_ 38
633,Bibionidae,Taraxacum_officinale,GRE3_20.4_05,51.619N,11.439E,Greifenhagen,GRE,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,5,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bibionidae-Taraxacum_officinale,P_40,I_ 38
634,Bibionidae,Brassica_napus,SST2_21.5_09,51.377N,11.720E,Schafstaedt,SST,2,2017,21.V.2017,5/21/2017,2017,Brassicaceae,9,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bibionidae-Brassica_napus,P_ 6,I_ 38
635,Bibionidae,Taraxacum_officinale,SIP2_26.4_03,51.638N,11.060E,Siptenfelde,SIP,2,2017,26.IV.2017,4/26/2017,2017,Asteraceae,3,Diptera,NA,NA,NA,NA,Bibionidae,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bibionidae-Taraxacum_officinale,P_40,I_ 38
636,Bombyliidae,Capsella_bursa-pastoris,SIP2_16.5_s14,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2018,5/16/2017,2017,Brassicaceae,s14,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,w,OtherFly,OtherFly,OtherFly-Capsella_bursa-pastoris,Bombylius.major-Capsella_bursa-pastoris,P_ 8,I_ 48
637,Bombyliidae,Brassica_napus,FRI2_21.5_20,51.623N,11.730E,Friedeburg,FRI,2,2017,21.V.2017,5/21/2017,2017,Brassicaceae,20,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
638,Bombyliidae,Senecio_jacobaea,HAR3_16.5_s8,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2024,5/16/2017,2017,Asteraceae,s8,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,FlowerHead,g,OtherFly,OtherFly,OtherFly-Senecio_jacobaea,Bombylius.major-Senecio_jacobaea,P_34,I_ 48
639,Bombyliidae,Muscari_botryoides,GRE2_28.4_s1,51.621N,11.457E,Greifenhagen,GRE,2,2017,28.IV.2017,4/28/2017,2017,Boraginaceae,s1,Diptera,NA,Bombylius,major,NA,Bombylius.major,5,Sight,Bell,b,OtherFly,OtherFly,OtherFly-Muscari_botryoides,Bombylius.major-Muscari_botryoides,P_25,I_ 48
640,Bombyliidae,Veronica_chamaedrys,HAR3_16.5_s6,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2022,5/16/2017,2017,Plantaginaceae,s6,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_chamaedrys,Bombylius.major-Veronica_chamaedrys,P_45,I_ 48
641,Bombyliidae,Veronica_chamaedrys,FRI3_11.5_s1,51.633N,11.706E,Friedeburg,FRI,3,2017,11.V.2017,5/11/2017,2017,Plantaginaceae,s1,Diptera,NA,Bombylius,major,NA,Bombylius.major,5,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_chamaedrys,Bombylius.major-Veronica_chamaedrys,P_45,I_ 48
642,Bombyliidae,Lamium_purpureum,GRE2_28.4_s4,51.621N,11.457E,Greifenhagen,GRE,2,2017,28.IV.2018,4/28/2017,2017,Lamiaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,3,Sight,Lip,pu,OtherFly,OtherFly,OtherFly-Lamium_purpureum,Bombylius.major-Lamium_purpureum,P_21,I_ 48
643,Bombyliidae,Salvia_pratensis,HAR1_22.5_s12,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2019,5/22/2017,2017,Lamiaceae,s12,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Salvia_pratensis,Bombylius.major-Salvia_pratensis,P_33,I_ 48
644,Bombyliidae,Brassica_nigra,FRI2_21.5_s3,51.623N,11.730E,Friedeburg,FRI,2,2017,21.V.2018,5/21/2017,2017,Brassicaceae,s3,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_nigra,Bombylius.major-Brassica_nigra,P_ 7,I_ 48
645,Bombyliidae,Brassica_napus,SIP2_23.5_s11,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2021,5/23/2017,2017,Brassicaceae,s11,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
646,Bombyliidae,Lamium_album,SIP2_23.5_s9,51.638N,11.060E,Siptenfelde,SIP,2,2017,23.V.2022,5/23/2017,2017,Lamiaceae,s9,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Lamium_album,Bombylius.major-Lamium_album,P_19,I_ 48
647,Bombyliidae,Brassica_napus,HAR3_16.5_s3,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2020,5/16/2017,2017,Brassicaceae,s3,Diptera,NA,Bombylius,major,NA,Bombylius.major,3,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
648,Bombyliidae,Lamium_purpureum,GRE1_20.4_09,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Lamiaceae,9,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,Lip,pu,OtherFly,OtherFly,OtherFly-Lamium_purpureum,Bombylius.major-Lamium_purpureum,P_21,I_ 48
649,Bombyliidae,Capsella_bursa-pastoris,FRI3_21.5_s11,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2020,5/21/2017,2017,Brassicaceae,s11,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,w,OtherFly,OtherFly,OtherFly-Capsella_bursa-pastoris,Bombylius.major-Capsella_bursa-pastoris,P_ 8,I_ 48
650,Bombyliidae,Lepidium_campestre,FRI3_11.5_s3,51.633N,11.706E,Friedeburg,FRI,3,2017,11.V.2017,5/11/2017,2017,Brassicaceae,s3,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,w,OtherFly,OtherFly,OtherFly-Lepidium_campestre,Bombylius.major-Lepidium_campestre,P_23,I_ 48
651,Bombyliidae,Viola_arvensis,HAR3_22.5_s11,51.854N,11.088E,Harsleben,HAR,3,2017,22.V.2020,5/22/2017,2017,Violaceae,s11,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Viola_arvensis,Bombylius.major-Viola_arvensis,P_48,I_ 48
652,Bombyliidae,Viola_arvensis,HAR3_11.5_s5,51.854N,11.088E,Harsleben,HAR,3,2017,11.V.2019,5/11/2017,2017,Violaceae,s5,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Viola_arvensis,Bombylius.major-Viola_arvensis,P_48,I_ 48
653,Bombyliidae,Taraxacum_officinale,GRE4_12.5_07,51.645N,11.439E,Greifenhagen,GRE,4,2017,12.V.2017,5/12/2017,2017,Asteraceae,7,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bombylius.major-Taraxacum_officinale,P_40,I_ 48
654,Bombyliidae,Lamium_purpureum,SST1_12.5_s7,51.381N,11.717E,Schafstaedt,SST,1,2017,12.V.2025,5/12/2017,2017,Lamiaceae,s7,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,pu,OtherFly,OtherFly,OtherFly-Lamium_purpureum,Bombylius.major-Lamium_purpureum,P_21,I_ 48
655,Bombyliidae,Brassica_napus,SST3_12.5_s3,51.354N,11.734E,Schafstaedt,SST,3,2017,12.V.2017,5/12/2017,2017,Brassicaceae,s3,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
656,Bombyliidae,Veronica_persica,GRE3_7.5_02,51.619N,11.439E,Greifenhagen,GRE,3,2017,7.V.2017,5/7/2017,2017,Plantaginaceae,2,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_persica,Bombylius.major-Veronica_persica,P_46,I_ 48
657,Bombyliidae,Brassica_napus,HAR4_11.5_s2,51.826N,11.067E,Harsleben,HAR,4,2017,11.V.2017,5/11/2017,2017,Brassicaceae,s2,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
658,Bombyliidae,Brassica_napus,WAN3_22.5_s9,52.083N,11.418E,Wanzleben,WAN,3,2017,22.V.2018,5/22/2017,2017,Brassicaceae,s9,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
659,Bombyliidae,Brassica_napus,GRE1_12.5_s8,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Brassicaceae,s8,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
660,Bombyliidae,Brassica_napus,SST2_3.5_s5,51.377N,11.720E,Schafstaedt,SST,2,2017,3.V.2021,5/3/2017,2017,Brassicaceae,s5,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
661,Bombyliidae,Valerianella_locusta,FRI3_21.5_s13,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2021,5/21/2017,2017,Valerianceae,s13,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,Funnel,b,OtherFly,OtherFly,OtherFly-Valerianella_locusta,Bombylius.major-Valerianella_locusta,P_44,I_ 48
662,Bombyliidae,Erodium_cicutarium,HAR3_16.5_s9,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2025,5/16/2017,2017,Geraniaceae,s9,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,ro,OtherFly,OtherFly,OtherFly-Erodium_cicutarium,Bombylius.major-Erodium_cicutarium,P_12,I_ 48
663,Bombyliidae,Viola_arvensis,HAR3_16.5_s7,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2023,5/16/2017,2017,Violaceae,s7,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Viola_arvensis,Bombylius.major-Viola_arvensis,P_48,I_ 48
664,Bombyliidae,Ranunculus_acris,SIP2_16.5_s15,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2019,5/16/2017,2017,Ranunculaceae,s15,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Ranunculus_acris,Bombylius.major-Ranunculus_acris,P_29,I_ 48
665,Bombyliidae,Veronica_chamaedrys,FRI3_21.5_s15,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2022,5/21/2017,2017,Plantaginaceae,s15,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_chamaedrys,Bombylius.major-Veronica_chamaedrys,P_45,I_ 48
666,Bombyliidae,Brassica_napus,HAR1_16.5_s4,51.857N,11.071E,Harsleben,HAR,1,2017,16.V.2017,5/16/2017,2017,Brassicaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
667,Bombyliidae,Veronica_persica,SST1_12.5_s3,51.381N,11.717E,Schafstaedt,SST,1,2017,12.V.2021,5/12/2017,2017,Plantaginaceae,s3,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_persica,Bombylius.major-Veronica_persica,P_46,I_ 48
668,Bombyliidae,Viola_arvensis,GRE3_23.5_s4,51.619N,11.439E,Greifenhagen,GRE,3,2017,23.V.2020,5/23/2017,2017,Violaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Viola_arvensis,Bombylius.major-Viola_arvensis,P_48,I_ 48
669,Bombyliidae,Fumaria_officinalis,GRE1_20.4_12,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Fumariaceae,12,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,FlagBlossoms,pu,OtherFly,OtherFly,OtherFly-Fumaria_officinalis,Bombylius.major-Fumaria_officinalis,P_16,I_ 48
670,Bombyliidae,Crataegus_monogyna,SST2_18.5_s4,51.377N,11.720E,Schafstaedt,SST,2,2017,18.V.2018,5/18/2017,2017,Rosaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskON,w,OtherFly,OtherFly,OtherFly-Crataegus_monogyna,Bombylius.major-Crataegus_monogyna,P_ 9,I_ 48
671,Bombyliidae,Veronica_chamaedrys,FRI2_17.5_s4,51.623N,11.730E,Friedeburg,FRI,2,2017,17.V.2018,5/17/2017,2017,Plantaginaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_chamaedrys,Bombylius.major-Veronica_chamaedrys,P_45,I_ 48
672,Bombyliidae,Trifolium_medium,FRI3_21.5_s8,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2023,5/21/2017,2017,Fabaceae,s8,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,FlagBlossoms,r,OtherFly,OtherFly,OtherFly-Trifolium_medium,Bombylius.major-Trifolium_medium,P_43,I_ 48
673,Bombyliidae,Lamium_purpureum,WAN3_26.4_s1,52.083N,11.418E,Wanzleben,WAN,3,2017,26.IV.2018,4/26/2017,2017,Lamiaceae,s1,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,pu,OtherFly,OtherFly,OtherFly-Lamium_purpureum,Bombylius.major-Lamium_purpureum,P_21,I_ 48
674,Bombyliidae,Stellaria_media,SST3_12.5_01,51.354N,11.734E,Schafstaedt,SST,3,2017,12.V.2017,5/12/2017,2017,Caryophyllaceae,1,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Stellaria_media,Bombylius.major-Stellaria_media,P_38,I_ 48
675,Bombyliidae,Taraxacum_officinale,SST1_3.5_s6,51.381N,11.717E,Schafstaedt,SST,1,2017,3.V.2018,5/3/2017,2017,Asteraceae,s6,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bombylius.major-Taraxacum_officinale,P_40,I_ 48
676,Bombyliidae,Stellaria_media,WAN3_10.5_s4,52.083N,11.418E,Wanzleben,WAN,3,2017,10.V.2018,5/10/2017,2017,Caryophyllaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,DiskHN,w,OtherFly,OtherFly,OtherFly-Stellaria_media,Bombylius.major-Stellaria_media,P_38,I_ 48
677,Bombyliidae,Brassica_napus,FRI3_21.5_04,51.633N,11.706E,Friedeburg,FRI,3,2017,21.V.2019,5/21/2017,2017,Brassicaceae,4,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
678,Bombyliidae,Lepidium_campestre,GRE1_7.5_06,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2017,5/7/2017,2017,Brassicaceae,6,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,DiskHN,w,OtherFly,OtherFly,OtherFly-Lepidium_campestre,Bombylius.major-Lepidium_campestre,P_23,I_ 48
679,Bombyliidae,Taraxacum_officinale,GRE1_20.4_09,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2017,4/20/2017,2017,Asteraceae,9,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Pin,FlowerHead,g,OtherFly,OtherFly,OtherFly-Taraxacum_officinale,Bombylius.major-Taraxacum_officinale,P_40,I_ 48
680,Bombyliidae,Lamium_purpureum,SST2_3.5_s4,51.377N,11.720E,Schafstaedt,SST,2,2017,3.V.2020,5/3/2017,2017,Lamiaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,pu,OtherFly,OtherFly,OtherFly-Lamium_purpureum,Bombylius.major-Lamium_purpureum,P_21,I_ 48
681,Bombyliidae,Veronica_chamaedrys,SIP2_16.5_s2,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2020,5/16/2017,2017,Plantaginaceae,s2,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,b,OtherFly,OtherFly,OtherFly-Veronica_chamaedrys,Bombylius.major-Veronica_chamaedrys,P_45,I_ 48
682,Bombyliidae,Stellaria_media,SST1_12.5_s6,51.381N,11.717E,Schafstaedt,SST,1,2017,12.V.2024,5/12/2017,2017,Caryophyllaceae,s6,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,DiskHN,w,OtherFly,OtherFly,OtherFly-Stellaria_media,Bombylius.major-Stellaria_media,P_38,I_ 48
683,Bombyliidae,Viola_arvensis,FRI3_17.5_s2,51.633N,11.706E,Friedeburg,FRI,3,2017,17.V.2017,5/17/2017,2017,Violaceae,s2,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Viola_arvensis,Bombylius.major-Viola_arvensis,P_48,I_ 48
684,Bombyliidae,Fumaria_officinalis,WAN3_17.5_s5,52.083N,11.418E,Wanzleben,WAN,3,2017,17.V.2018,5/17/2017,2017,Fumariaceae,s5,Diptera,NA,Bombylius,major,NA,Bombylius.major,2,Sight,FlagBlossoms,pu,OtherFly,OtherFly,OtherFly-Fumaria_officinalis,Bombylius.major-Fumaria_officinalis,P_16,I_ 48
685,Bombyliidae,Brassica_napus,HAR3_11.5_s4,51.854N,11.088E,Harsleben,HAR,3,2017,11.V.2018,5/11/2017,2017,Brassicaceae,s4,Diptera,NA,Bombylius,major,NA,Bombylius.major,4,Sight,DiskHN,g,OtherFly,OtherFly,OtherFly-Brassica_napus,Bombylius.major-Brassica_napus,P_ 6,I_ 48
686,Bombyliidae,Viola_arvensis,SST2_12.5_s3,51.377N,11.720E,Schafstaedt,SST,2,2017,12.V.2017,5/12/2017,2017,Violaceae,s3,Diptera,NA,Bombylius,major,NA,Bombylius.major,1,Sight,Lip,w,OtherFly,OtherFly,OtherFly-Viola_arvensis,Bombylius.major-Viola_arvensis,P_48,I_ 48
